City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Port Blair,IN,11.6667,92.75,86.88,64,52,1.28,broken clouds
347,Prince Rupert,CA,54.3161,-130.3201,41.41,86,5,3.22,clear sky
348,Longyearbyen,SJ,78.2186,15.6401,8.44,66,20,6.91,few clouds
349,Pavlodar,KZ,52.3,76.95,30.0,80,100,4.47,overcast clouds
350,Ambilobe,MG,-13.2,49.05,82.58,75,65,2.24,broken clouds
351,Coquimbo,CL,-29.9533,-71.3436,62.28,81,1,2.48,clear sky
352,Rio Grande,BR,-32.035,-52.0986,64.35,72,0,7.43,clear sky
353,Yumen,CN,40.2833,97.2,53.24,22,97,25.9,overcast clouds
354,Kavieng,PG,-2.5744,150.7967,84.34,70,32,9.4,scattered clouds
355,Sobolevo,RU,54.4299,31.8996,29.44,80,100,20.18,light snow
356,Hamilton,US,39.1834,-84.5333,28.09,68,0,5.75,clear sky
357,Nanortalik,GL,60.1432,-45.2371,28.22,79,64,3.31,broken clouds
358,Abengourou,CI,6.7297,-3.4964,72.79,98,88,2.13,overcast clouds
359,Ketchikan,US,55.3422,-131.6461,44.58,75,0,10.36,clear sky
360,Kununurra,AU,-15.7667,128.7333,96.78,41,93,9.22,overcast clouds
361,Avera,US,33.194,-82.5271,53.65,46,56,8.61,broken clouds
362,Lagoa,PT,39.05,-27.9833,58.23,84,97,9.48,overcast clouds
363,Cayenne,GF,4.9333,-52.3333,80.1,1,20,5.99,few clouds
364,Wilmington,US,34.2257,-77.9447,46.31,38,0,8.05,clear sky
365,Mujiayingzi,CN,42.1167,118.7833,54.34,20,41,23.58,scattered clouds
366,Biak,ID,-0.9131,122.8766,83.25,69,98,3.22,overcast clouds
367,Berlevag,NO,70.8578,29.0864,24.75,80,75,10.36,broken clouds
368,Potosi,BO,-19.5836,-65.7531,42.67,77,17,2.21,few clouds
369,Sao Pedro Da Aldeia,BR,-22.8392,-42.1028,73.71,94,58,3.6,broken clouds
370,Malanville,BJ,11.8685,3.3899,75.25,12,5,8.12,clear sky
371,Mount Gambier,AU,-37.8333,140.7667,68.16,56,36,7.99,scattered clouds
372,Cidreira,BR,-30.1811,-50.2056,65.34,83,0,6.62,clear sky
373,Qujing,CN,25.4833,103.7833,69.66,37,4,16.84,clear sky
374,Lofthus,NO,59.9468,10.8018,49.68,54,100,1.99,overcast clouds
375,Codrington,AU,-38.2667,141.9667,66.16,67,9,10.65,clear sky
376,Kaitangata,NZ,-46.2817,169.8464,60.21,85,2,2.44,clear sky
377,Bartoszyce,PL,54.2535,20.8082,42.66,84,28,17.09,scattered clouds
378,Eyemouth,GB,55.8713,-2.0901,45.93,83,16,3.89,few clouds
379,Loikaw,MM,19.6742,97.2094,88.54,26,66,5.93,broken clouds
380,Matara,LK,5.9485,80.5353,88.12,61,7,9.51,clear sky
381,Shimoga,IN,13.9167,75.5667,95.99,31,7,2.13,clear sky
382,Whithorn,JM,18.2604,-78.0378,72.45,84,58,6.58,broken clouds
383,Talnakh,RU,69.4865,88.3972,1.2,90,98,5.88,overcast clouds
384,La Ronge,CA,55.1001,-105.2842,8.73,98,71,4.68,broken clouds
385,Yankton,US,42.8711,-97.3973,28.11,59,0,5.75,clear sky
386,Verkhoturye,RU,58.8627,60.8054,33.76,94,100,8.32,overcast clouds
387,Rio Branco Do Sul,BR,-25.19,-49.3142,69.35,98,86,2.71,overcast clouds
388,Kajaani,FI,64.2273,27.7285,17.65,86,100,16.11,light snow
389,Valdivia,CL,-39.8142,-73.2459,43.65,98,1,1.5,clear sky
390,Tambopata,PE,-12.7333,-69.1833,68.14,97,100,0.6,overcast clouds
391,Hualmay,PE,-11.0964,-77.6139,70.14,85,79,8.28,broken clouds
392,Xiongzhou,CN,25.1167,114.3,63.32,70,100,4.21,overcast clouds
393,Mafeteng,LS,-29.823,27.2374,60.19,44,0,3.44,clear sky
394,Crateus,BR,-5.1783,-40.6775,70.59,98,100,2.53,overcast clouds
395,Gondar,ET,12.6,37.4667,69.53,36,3,5.26,clear sky
396,Samfya,ZM,-11.3649,29.5565,69.66,89,98,6.76,overcast clouds
397,Taoudenni,ML,22.6783,-3.9836,81.23,36,12,9.01,few clouds
398,Itigi,TZ,-5.7,34.4833,70.48,75,16,8.97,few clouds
399,Soyo,AO,-6.1349,12.3689,79.75,91,99,6.49,overcast clouds
400,Liberty,US,31.8335,-81.5004,57.27,58,0,4.61,clear sky
401,Maba,CN,24.6841,113.5984,65.46,70,100,1.54,overcast clouds
402,Lakhnadon,IN,22.6,79.6,96.85,7,9,9.57,clear sky
403,Mwadui,TZ,-3.55,33.6,71.73,76,68,4.0,light rain
404,Chivilcoy,AR,-34.8957,-60.0167,62.02,10,0,1.99,clear sky
405,Kuandian,CN,40.7286,124.7847,50.41,29,0,17.09,clear sky
406,Price,US,39.5994,-110.8107,54.12,18,0,4.61,clear sky
407,Logatec,SI,45.9144,14.2258,53.35,58,0,0.4,clear sky
408,Plyussa,RU,58.4308,29.3654,36.63,90,100,14.63,overcast clouds
409,Pirapora,BR,-17.345,-44.9419,72.23,65,81,1.32,broken clouds
410,Goba,ET,7.0167,39.9833,59.2,47,57,5.79,broken clouds
411,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,96,75,20.71,broken clouds
412,Nurota,UZ,40.5614,65.6886,53.47,45,13,5.95,few clouds
413,Novska,HR,45.3406,16.9769,49.62,75,11,2.04,few clouds
414,Port-Gentil,GA,-0.7193,8.7815,81.05,83,99,14.14,light rain
415,Nabagram,IN,22.2881,88.5092,93.18,29,5,13.85,clear sky
416,Pochutla,MX,15.7432,-96.4661,73.81,72,90,2.89,overcast clouds
417,Alice Springs,AU,-23.7,133.8833,89.15,12,3,11.5,clear sky
418,Shimanovsk,RU,52.0,127.7,38.26,62,18,12.46,few clouds
419,Buala,SB,-8.145,159.5921,80.47,85,100,6.44,moderate rain
420,Fryanovo,RU,56.1333,38.45,21.74,78,100,8.9,overcast clouds
421,Bonthe,SL,7.5264,-12.505,74.64,90,71,8.03,light rain
422,Salalah,OM,17.0151,54.0924,89.69,19,1,20.71,clear sky
423,Pafos,CY,34.7667,32.4167,56.23,50,0,6.91,clear sky
424,Huarmey,PE,-10.0681,-78.1522,71.42,82,99,7.83,overcast clouds
425,Sainte-Martine,CA,45.2501,-73.7992,16.95,78,100,8.05,overcast clouds
426,Palmer,US,42.1584,-72.3287,26.24,49,100,14.97,overcast clouds
427,Waddan,LY,29.1614,16.139,65.75,11,39,6.96,scattered clouds
428,San Cristobal,VE,7.7669,-72.225,65.52,81,90,1.97,overcast clouds
429,Labelle,US,26.7617,-81.4384,64.98,55,17,5.53,few clouds
430,Santa Maria,BR,-29.6842,-53.8069,60.49,80,5,2.39,clear sky
431,Wonthaggi,AU,-38.6044,145.5913,69.82,70,56,9.08,broken clouds
432,Mga,RU,59.75,31.0667,30.9,95,100,11.3,snow
433,Buraydah,SA,26.326,43.975,63.91,18,0,11.12,clear sky
434,Adrar,MR,20.5022,-10.0711,71.51,16,21,9.4,few clouds
435,Belyy Yar,RU,53.6039,91.3903,33.69,37,0,4.47,clear sky
436,Ornskoldsvik,SE,63.2909,18.7153,36.55,75,100,12.66,overcast clouds
437,Plettenberg Bay,ZA,-34.0527,23.3716,74.5,46,30,6.78,scattered clouds
438,Bom Jardim,BR,-7.7958,-35.5872,71.29,98,100,3.18,overcast clouds
439,Nizhniy Odes,RU,63.6445,54.856,28.26,96,100,5.3,light snow
440,Hutchinson,US,38.0608,-97.9298,41.74,63,0,6.91,clear sky
441,Anori,BR,-3.7728,-61.6442,73.26,99,100,1.54,overcast clouds
442,Kathmandu,NP,27.7167,85.3167,77.22,44,40,4.61,haze
443,Viedma,AR,-40.8135,-62.9967,57.87,69,0,12.21,clear sky
444,Pontianak,ID,-0.0333,109.3333,93.18,52,75,5.75,broken clouds
445,Poum,NC,-20.2333,164.0167,81.66,73,41,15.7,scattered clouds
446,Balabac,PH,7.9868,117.0645,82.69,70,87,5.82,overcast clouds
447,Port-Cartier,CA,50.0334,-66.8654,27.75,90,100,6.55,overcast clouds
448,Beyneu,KZ,45.3167,55.2,44.6,67,72,11.52,broken clouds
449,Port Hedland,AU,-20.3167,118.5667,91.45,55,40,6.91,scattered clouds
450,Kaeo,NZ,-35.1,173.7833,68.32,78,6,4.65,clear sky
451,Sibu,MY,2.3,111.8167,94.57,45,90,2.35,overcast clouds
452,Labuhan,ID,-6.8844,112.2051,87.1,64,86,6.51,overcast clouds
453,Salmas,IR,38.1973,44.7653,40.93,35,0,3.96,clear sky
454,Mao,ES,39.8885,4.2658,50.56,100,1,8.05,clear sky
455,Svetlogorsk,BY,52.6333,29.7333,36.68,48,97,17.69,overcast clouds
456,Maniitsoq,GL,65.4167,-52.9,24.48,72,94,8.03,overcast clouds
457,Jiehu,CN,35.5428,118.455,59.11,29,19,12.86,few clouds
458,Sai Buri,TH,6.7013,101.6168,87.75,62,12,4.36,few clouds
459,Biharamulo,TZ,-2.6319,31.3089,65.59,89,75,2.86,light rain
460,Dayong,CN,25.0209,118.2898,61.23,70,99,3.36,overcast clouds
461,Nikolayevsk-Na-Amure,RU,53.1406,140.73,25.79,72,77,8.72,broken clouds
462,Alofi,NU,-19.0595,-169.9187,80.6,78,98,15.46,moderate rain
463,Arefu,RO,45.3333,24.6,42.15,48,1,0.43,clear sky
464,Zhmerynka,UA,49.037,28.112,36.54,43,37,10.47,scattered clouds
465,Korla,CN,41.7597,86.1469,58.84,18,24,8.08,few clouds
466,Atbasar,KZ,51.8,68.3333,23.29,92,79,11.05,broken clouds
467,Hovd,MN,48.0056,91.6419,42.19,20,63,12.15,broken clouds
468,Novyy Urengoy,RU,66.0833,76.6333,17.44,93,100,15.01,overcast clouds
469,Umm Kaddadah,SD,13.6017,26.6876,68.14,10,5,22.1,clear sky
470,Aquin,HT,18.2833,-73.4,77.16,73,57,12.24,broken clouds
471,Nova Borova,UA,50.693,28.6345,36.97,44,65,15.05,broken clouds
472,Meadow Lake,US,34.8014,-106.5436,62.13,16,59,6.71,broken clouds
473,Walvis Bay,NA,-22.9575,14.5053,63.09,89,42,6.15,scattered clouds
474,Rudbar,AF,30.15,62.6,79.95,9,0,5.26,clear sky
475,Nelson Bay,AU,-32.7167,152.15,75.0,87,100,1.21,moderate rain
476,Richards Bay,ZA,-28.783,32.0377,73.36,84,9,8.19,clear sky
477,Ahipara,NZ,-35.1667,173.1667,66.15,70,0,9.01,clear sky
478,George Town,MY,5.4112,100.3354,87.73,66,20,4.61,few clouds
479,Keffi,NG,8.8486,7.8736,72.7,18,59,0.63,broken clouds
480,Tual,ID,-5.6667,132.75,80.96,77,100,13.82,overcast clouds
481,Deputatskiy,RU,69.3,139.9,6.49,87,19,2.84,few clouds
482,Matamoros,MX,25.5333,-103.25,66.79,19,8,4.52,clear sky
483,Mundo Novo,BR,-11.8589,-40.4725,68.85,98,76,3.0,broken clouds
484,Guacimo,CR,10.2104,-83.6807,70.07,94,87,1.63,overcast clouds
485,Menongue,AO,-14.6585,17.691,65.03,87,94,2.1,overcast clouds
486,Shizunai,JP,42.3339,142.3669,39.72,71,38,23.09,scattered clouds
487,Dunedin,NZ,-45.8742,170.5036,61.81,87,0,11.99,clear sky
488,Mackay,AU,-21.15,149.2,79.84,71,4,9.22,clear sky
489,Saint-Louis,SN,16.3333,-15.0,67.95,46,92,10.38,overcast clouds
490,Talara,PE,-4.5772,-81.2719,73.94,75,100,3.71,overcast clouds
491,Waitati,NZ,-45.75,170.5667,61.81,87,3,8.66,clear sky
492,Dauphin,CA,51.1494,-100.0502,12.13,90,92,5.21,overcast clouds
493,Touros,BR,-5.1989,-35.4608,77.95,87,85,9.84,overcast clouds
494,Bongandanga,CD,1.5,21.05,75.22,73,100,5.21,overcast clouds
495,Catamarca,AR,-28.4696,-65.7852,68.58,48,0,7.81,clear sky
496,Kitimat,CA,54.0524,-128.6534,36.91,49,11,3.15,few clouds
497,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,87,99,8.68,overcast clouds
498,Pacific Grove,US,36.6177,-121.9166,54.09,89,82,4.0,moderate rain
499,Isawa,JP,35.65,138.6333,66.38,35,79,3.0,broken clouds
500,Saint Anthony,US,45.0205,-93.218,23.25,42,0,5.75,clear sky
501,Dakar,SN,14.6937,-17.4441,65.28,87,97,18.07,overcast clouds
502,Talen,IN,23.5667,76.7167,98.71,9,6,10.42,clear sky
503,Hami,CN,42.8,93.45,57.4,24,82,9.69,broken clouds
504,Tura,IN,25.5198,90.2201,91.99,25,10,6.44,clear sky
505,Erenhot,CN,43.6475,111.9767,56.17,19,77,23.44,broken clouds
506,Aripuana,BR,-9.1667,-60.6333,73.35,98,100,1.39,light rain
507,Dudinka,RU,69.4058,86.1778,1.62,94,95,9.15,overcast clouds
508,Ngunguru,NZ,-35.6167,174.5,64.54,71,14,5.55,few clouds
509,Jeremie,HT,18.65,-74.1167,75.99,75,94,14.83,overcast clouds
510,Francisco Beltrao,BR,-26.0811,-53.055,56.84,92,0,3.42,clear sky
511,Saint George,US,37.1041,-113.5841,67.95,14,0,10.36,clear sky
512,Arlit,NE,18.7369,7.3853,71.49,7,0,2.77,clear sky
513,Pisco,PE,-13.7,-76.2167,66.25,82,0,10.36,clear sky
514,Xingyi,CN,24.1877,102.817,69.4,43,12,10.36,few clouds
515,Aykhal,RU,66.0,111.5,11.35,86,99,11.25,overcast clouds
516,Ladnun,IN,27.65,74.3833,98.78,6,0,14.25,clear sky
517,San Quintin,MX,30.4833,-115.95,58.93,80,100,0.96,overcast clouds
518,Wucheng,CN,29.6008,118.175,61.84,62,92,6.26,overcast clouds
519,Andros Town,BS,24.7,-77.7667,71.56,53,0,14.76,clear sky
520,Boke,GN,10.9409,-14.2967,70.21,85,40,2.08,scattered clouds
521,Wewak,PG,-3.5534,143.6268,83.64,76,100,15.84,overcast clouds
522,Luanda,AO,-8.8368,13.2343,78.8,89,75,6.91,broken clouds
523,Canon City,US,38.441,-105.2424,60.51,70,0,8.05,clear sky
524,Berea,US,41.3662,-81.8543,26.22,61,100,16.11,overcast clouds
525,Zheleznodorozhnyy,RU,55.7503,38.0042,23.14,74,99,9.44,overcast clouds
526,Itacare,BR,-14.2775,-38.9967,76.37,86,97,7.0,overcast clouds
527,Jonesboro,US,35.8423,-90.7043,42.57,52,0,9.22,clear sky
528,Beitbridge,ZW,-22.2167,30.0,72.88,74,18,18.54,few clouds
529,Kostino,RU,58.9097,53.2691,19.2,81,97,8.28,overcast clouds
530,Durban,ZA,-29.8579,31.0292,73.02,87,23,4.0,few clouds
531,Ucluelet,CA,48.9329,-125.5528,49.08,93,100,4.09,overcast clouds
532,Clyde River,CA,70.4692,-68.5914,-7.37,84,100,9.22,overcast clouds
533,Christchurch,NZ,-43.5333,172.6333,61.95,78,18,20.71,few clouds
534,Prainha,BR,-1.8,-53.48,73.38,98,100,2.68,overcast clouds
535,Kerouane,GN,9.2667,-9.0167,71.55,79,61,2.1,broken clouds
536,Vila Velha,BR,-20.3297,-40.2925,75.94,91,0,1.14,clear sky
537,Kawalu,ID,-7.3817,108.2082,90.03,51,100,2.42,overcast clouds
538,Azul,AR,-36.777,-59.8585,57.34,75,0,6.13,clear sky
539,Sibolga,ID,1.7427,98.7792,86.79,49,8,5.57,clear sky
540,Bonavista,CA,48.6499,-53.1147,32.36,96,100,25.77,snow
541,Lao Cai,VN,22.4833,103.95,77.11,69,82,3.0,broken clouds
542,Alexandria,EG,31.2156,29.9553,59.23,59,0,9.69,clear sky
543,Sistranda,NO,63.7256,8.834,39.16,75,100,36.13,overcast clouds
544,Altamira,BR,-3.2033,-52.2064,72.16,99,100,2.55,overcast clouds
545,Altagracia De Orituco,VE,9.8601,-66.3814,71.46,87,71,4.34,broken clouds
546,Vilyuysk,RU,63.7553,121.6247,23.5,89,100,6.64,overcast clouds
547,Lodja,CD,-3.4833,23.4333,70.18,99,100,2.59,light rain
548,General Roca,AR,-39.0333,-67.5833,59.74,33,0,3.06,clear sky
549,Nacala,MZ,-14.5428,40.6728,79.83,78,85,6.93,overcast clouds
550,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,85,83,10.07,broken clouds
551,Angren,UZ,41.0167,70.1436,52.57,40,2,3.42,clear sky
552,Krasnoselkup,RU,65.7,82.4667,19.71,87,100,12.24,overcast clouds
553,Qui Nhon,VN,13.7667,109.2333,82.65,74,91,19.26,overcast clouds
554,Ola,RU,59.5833,151.2833,23.14,61,100,16.44,overcast clouds
555,Laguna,US,38.421,-121.4238,60.4,79,100,9.22,overcast clouds
556,Vila,PT,42.0304,-8.1588,45.48,84,100,4.23,overcast clouds
557,Dwarka,IN,22.2394,68.9678,86.38,45,3,11.83,clear sky
558,Tortoli,IT,39.9256,9.6572,55.22,47,0,12.66,clear sky
559,Tuyen Quang,VN,21.8233,105.2181,79.57,54,78,1.95,broken clouds
560,Chongwe,ZM,-15.3292,28.682,66.29,96,100,8.59,overcast clouds
561,Tambura,SS,5.6,27.4667,79.84,15,94,3.0,overcast clouds
562,Mestia,GE,43.0458,42.7278,26.08,91,99,7.92,light snow
563,Teknaf,BD,20.8624,92.3058,86.41,62,43,8.63,scattered clouds
564,Mala Danylivka,UA,50.0635,36.1656,30.74,41,86,12.12,overcast clouds
565,Solnechnyy,RU,50.7214,136.6319,29.98,87,73,3.29,light snow
566,Tiarei,PF,-17.5333,-149.3333,80.62,75,35,14.16,scattered clouds
567,Manggar,ID,-2.8833,108.2667,86.11,65,33,9.73,scattered clouds
568,Liverpool,GB,53.4106,-2.9779,51.66,88,20,4.61,few clouds
569,Diffa,NE,13.3154,12.6113,67.87,24,43,12.28,scattered clouds
570,Quatre Cocos,MU,-20.2078,57.7625,84.31,61,8,6.98,clear sky
571,Fereydun Kenar,IR,36.6864,52.5225,54.09,66,4,2.82,clear sky
572,Caravelas,BR,-17.7125,-39.2481,74.98,87,37,3.8,scattered clouds
573,Chama,CH,47.1821,8.4636,44.47,100,0,0.0,clear sky
574,Loandjili,CG,-4.7561,11.8578,77.34,93,96,4.34,light rain
575,Suntar,RU,62.1444,117.6319,26.55,75,99,6.08,overcast clouds
576,Petatlan,MX,17.5167,-101.2667,70.95,41,25,3.83,scattered clouds
577,Miramar,US,25.9873,-80.2323,69.01,69,0,5.75,clear sky
578,Olinda,BR,-8.0089,-34.8553,82.13,78,75,8.05,broken clouds
579,Charters Towers,AU,-20.1,146.2667,92.82,25,2,9.28,clear sky
580,Bandarbeyla,SO,9.4942,50.8122,81.91,61,12,16.08,few clouds
581,Noyabrsk,RU,63.1994,75.4507,18.88,84,94,21.34,overcast clouds
582,Asfi,MA,32.2994,-9.2372,62.82,78,94,10.63,overcast clouds
583,Ixtapa,MX,20.7,-105.2,69.22,82,33,2.37,scattered clouds
584,Onega,RU,63.9061,38.1404,18.18,95,94,2.82,overcast clouds
585,Vysokogornyy,RU,50.1167,139.15,23.61,88,84,13.47,broken clouds
586,Palauig,PH,15.435,119.9045,87.89,60,71,10.04,broken clouds
587,Zacualpan,MX,21.25,-105.1667,70.92,49,8,3.04,clear sky
588,Aracataca,CO,10.5918,-74.1898,79.05,79,97,2.26,overcast clouds
589,Basco,PH,20.4487,121.9702,78.89,83,59,19.86,broken clouds
590,Vawkavysk,BY,53.1561,24.4513,40.19,69,32,17.2,scattered clouds
591,Shelburne,CA,44.0787,-80.2041,12.9,86,37,12.71,scattered clouds
592,Pangnirtung,CA,66.1451,-65.7125,12.99,63,83,5.37,broken clouds
593,Carlos Chagas,BR,-17.7031,-40.7664,69.22,93,46,1.86,scattered clouds
594,Pinheiro Machado,BR,-31.5783,-53.3811,55.6,79,0,0.54,clear sky
595,Makinsk,KZ,52.6292,70.4169,28.42,89,98,12.93,overcast clouds
596,Yahotyn,UA,50.2798,31.7625,34.9,45,87,11.9,overcast clouds
597,Sorong,ID,-0.8833,131.25,82.87,74,42,6.06,moderate rain
598,Gibsons,CA,49.3997,-123.5027,52.23,93,100,5.41,overcast clouds
599,Nouadhibou,MR,20.931,-17.0347,62.58,94,100,4.61,fog
600,Chimore,BO,-16.9833,-65.1333,69.78,91,94,1.03,overcast clouds
601,Tuttlingen,DE,47.9833,8.8167,45.41,87,0,2.62,clear sky
602,Nsanje,MW,-16.92,35.262,76.66,86,89,4.79,overcast clouds
603,Esna,EG,25.2934,32.554,65.41,14,0,10.13,clear sky
604,Dondo,MZ,-19.6094,34.7431,78.31,94,82,7.31,light rain
605,Adzope,CI,6.1069,-3.8619,74.59,96,92,2.26,overcast clouds
606,Cockburn Town,TC,21.4612,-71.1419,75.87,64,62,17.07,broken clouds
607,Maracaju,BR,-21.6144,-55.1683,68.09,85,11,4.14,few clouds
608,Fukue,JP,32.6881,128.8419,55.76,62,75,11.5,broken clouds
609,Phan Thong,TH,13.468,101.0953,97.27,87,57,7.2,broken clouds
610,Skelleftea,SE,64.7507,20.9528,24.01,68,100,10.36,overcast clouds
611,Dali,CN,25.7,100.1833,69.44,32,5,6.38,clear sky
612,Broken Hill,AU,-31.95,141.4333,82.27,25,85,14.09,overcast clouds
613,Nawa,IN,27.0167,75.0,97.68,7,0,14.25,clear sky
614,San Carlos,VE,9.6612,-68.5827,81.01,62,98,2.64,overcast clouds
615,Yaan,NG,7.3833,8.5667,76.48,67,55,4.41,broken clouds
616,Estacion Coahuila,MX,32.1939,-115.0017,71.82,36,95,6.76,overcast clouds
617,Ojinaga,MX,29.5667,-104.4167,76.15,19,0,8.05,clear sky
618,Cagliliog,PH,13.9016,123.2913,86.11,66,95,11.52,overcast clouds
619,Salihorsk,BY,52.7876,27.5415,38.28,56,75,18.23,broken clouds
620,Gogrial,SS,8.5332,28.1004,81.1,13,41,9.42,scattered clouds
621,Cabinda,AO,-5.55,12.2,79.23,92,89,5.46,overcast clouds
622,Pilar,BR,-9.5972,-35.9567,75.13,90,91,3.96,overcast clouds
623,Bardsir,IR,29.9227,56.5743,63.52,2,0,5.55,clear sky
624,Necochea,AR,-38.5473,-58.7368,54.45,68,0,8.48,clear sky
625,Tripoli,LY,32.8752,13.1875,60.13,86,90,8.41,overcast clouds
626,Murgab,TM,37.4966,61.9714,64.27,32,0,6.91,clear sky
627,Mandalgovi,MN,45.7625,106.2708,41.7,44,100,14.27,overcast clouds
628,Puerto Quijarro,BO,-17.7833,-57.7667,71.89,83,45,1.79,scattered clouds
629,Urumqi,CN,43.801,87.6005,49.15,62,40,11.18,scattered clouds
630,Bambanglipuro,ID,-7.95,110.2833,84.06,73,88,5.79,overcast clouds
631,Kanker,IN,20.2719,81.4931,101.8,6,25,8.95,scattered clouds
632,Birao,CF,10.2849,22.7882,74.34,11,35,12.35,scattered clouds
633,Asifabad,IN,19.3667,79.2833,103.51,10,10,2.42,clear sky
634,Sakakah,SA,29.9697,40.2064,56.77,22,0,12.82,clear sky
635,Kilis,TR,36.7161,37.115,50.23,55,0,3.83,clear sky
636,Juneau,US,58.3019,-134.4197,34.11,99,75,0.0,broken clouds
637,Azuaga,ES,38.2667,-5.6833,47.97,87,100,9.01,overcast clouds
638,Licheng,CN,23.2955,113.8284,61.95,78,100,6.64,overcast clouds
639,Coahuayana,MX,18.7333,-103.6833,67.53,66,0,3.89,clear sky
640,Labrea,BR,-7.2586,-64.7981,71.56,99,98,1.81,overcast clouds
641,Kysyl-Syr,RU,63.8986,122.7617,24.26,90,100,1.52,light snow
642,Zeya,RU,53.75,127.2667,36.61,60,99,11.9,overcast clouds
643,Mahibadhoo,MV,3.7833,72.9667,82.69,69,92,6.29,overcast clouds
644,Albanel,CA,48.8832,-72.4487,6.94,66,100,17.27,overcast clouds
645,Sfantu Gheorghe,RO,45.8667,25.7833,46.92,51,27,0.45,scattered clouds
646,Kitaibaraki,JP,36.7833,140.75,54.14,39,100,17.81,overcast clouds
647,Bauska,LV,56.4075,24.1906,40.3,84,75,16.49,broken clouds
648,Nome,US,64.5011,-165.4064,26.67,64,0,11.5,clear sky
649,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,7.93,93,100,9.04,overcast clouds
650,Tsiroanomandidy,MG,-18.7667,46.0333,75.16,84,95,0.83,overcast clouds
651,Pryazha,RU,61.6926,33.6216,18.63,93,100,10.4,light snow
652,Pudozh,RU,61.8099,36.5345,16.68,89,99,5.91,overcast clouds
653,Egvekinot,RU,66.3167,-179.1667,-4.77,93,8,6.87,clear sky
654,Kadipur,IN,26.1667,82.3833,98.15,6,2,7.56,clear sky
655,Skibbereen,IE,51.55,-9.2667,41.11,94,3,9.08,clear sky
656,Houma,US,29.5958,-90.7195,64.99,94,100,0.0,fog
657,North Platte,US,41.1239,-100.7654,38.07,44,0,13.0,clear sky
658,Ewa Beach,US,21.3156,-158.0072,74.08,80,100,5.75,overcast clouds
659,Kuopio,FI,62.8924,27.677,21.15,93,100,9.22,snow
660,Japura,ID,-0.3167,102.35,96.31,42,53,3.96,broken clouds
661,Parrita,CR,9.5201,-84.3225,76.73,77,95,4.85,overcast clouds
662,Kiunga,PG,-6.1219,141.2906,80.82,93,72,5.1,broken clouds
663,Abha,SA,18.2164,42.5053,66.45,19,0,0.0,clear sky
664,Ulaangom,MN,49.9811,92.0667,19.98,84,100,2.28,overcast clouds
665,Katherine,AU,-14.4667,132.2667,97.12,32,100,5.75,overcast clouds
666,Tigil,RU,57.8,158.6667,31.12,74,100,17.27,overcast clouds
667,Jatai,BR,-17.8814,-51.7144,67.6,92,100,2.37,overcast clouds
668,Mukhen,RU,48.1,136.1,33.24,82,79,8.93,broken clouds
669,Wajir,KE,1.7471,40.0573,84.34,54,62,13.38,broken clouds
670,Kupang,ID,-10.1667,123.5833,83.21,76,26,5.1,scattered clouds
671,Morgan City,US,29.6994,-91.2068,63.0,100,75,4.61,broken clouds
672,Marana,US,32.4367,-111.2254,73.49,16,0,4.61,clear sky
673,Makakilo City,US,21.3469,-158.0858,72.68,79,100,5.75,overcast clouds
674,Uige,AO,-7.6087,15.0613,68.68,93,100,4.05,overcast clouds
675,Sao Pedro Do Sul,BR,-29.6206,-54.1789,59.72,82,13,2.77,few clouds
676,Chimoio,MZ,-19.1164,33.4833,67.86,100,75,5.23,broken clouds
677,Mongomo,GQ,1.6274,11.3135,69.69,95,86,1.97,light rain
678,Abbeville,FR,50.1,1.8333,40.5,87,12,3.49,few clouds
679,Pathein,MM,16.7833,94.7333,97.02,37,48,12.03,scattered clouds
680,Khorramshahr,IR,30.4397,48.1664,66.16,34,0,13.8,clear sky
681,Clearlake,US,38.9582,-122.6264,49.57,67,100,4.61,moderate rain
682,Tak,TH,16.5833,98.8333,85.71,35,6,1.79,clear sky
683,Pokaran,IN,26.9167,71.9167,101.82,6,0,12.12,clear sky
684,Takaka,NZ,-40.85,172.8,62.56,79,0,2.59,clear sky
685,Lubango,AO,-14.9172,13.4925,62.28,62,100,3.11,overcast clouds
686,Fort-Shevchenko,KZ,44.5086,50.263,39.34,65,100,29.48,overcast clouds
687,Palmas,BR,-10.2128,-48.3603,75.07,100,75,2.3,broken clouds
688,Strezhevoy,RU,60.7333,77.5889,23.14,87,78,11.81,broken clouds
